"","user_id","status_id","created_at","screen_name","text","lang","location","lat","lng"
"1559","74921382","1373772922855247873",2021-03-21 23:06:02,"snickers7631","Can joe Biden be impeached for putting Americans lives at stack as well as immigrants lives at stack. Did he violate oath of office.","en","",39.7665555,-86.441236
"1560","970459841104961538","1373772464279404545",2021-03-21 23:04:13,"TommyJo33624688","@July041776 The idiots who voted for Biden will believe his nonsense","en","Dallas, TX",32.8198585,-96.7617535
"1561","457766977","1373772076839018498",2021-03-21 23:02:41,"DebraGuild","@dtheavenger @2SoundOff1 @KellyO @FLOTUS I don’t think it’s that Biden.","en","Ft. Lauderdale, FL",26.270261,-80.24977255
"1562","37303994","1373771947050405891",2021-03-21 23:02:10,"robbyhask","Biden &amp; Kamala really in this shit for the aesthetics https://t.co/fRap8tHtfM","en","Jersey City",40.7180015,-74.06666295
"1563","28109931","1373771727310753795",2021-03-21 23:01:17,"GerarddeMarigny","Trump slams Biden over border 'crisis', accused him of causing 'death and human tragedy'

https://t.co/RpapoYzFJe","en","Henderson, NV",36.006256,-115.03833685
"1564","185480715","1373771446082805762",2021-03-21 23:00:10,"PatFrmMoonachie","Biden is soooo smart..
He criticizes Trump for separating kids from their parents and then he changes immigration policy so the parents separate from their kids BEFORE they get to the border.. GENIUS!
#BidenBorderCrisis https://t.co/zYJAgQgKI7","en","Alpha Quadrant",40.8421645,-74.0589045
"1565","860098127788859392","1373771405398061057",2021-03-21 23:00:01,"TimClay11790440","@Franklin_Graham @POTUS @JoeBiden Amen","en","",32.70185,-97.1356375
"1566","28402392","1373771308962435081",2021-03-21 22:59:38,"MKalagian","@cppeterson @politicalgirl06 How are Biden voters to blame for price increases in these commodities?","en","Whittier, CA",33.9759175,-118.01885585
"1567","340394642","1373771014937534464",2021-03-21 22:58:28,"LandenRafe","@jaketapper I too am questioning whether this is the Biden admin?s failure, Jake. https://t.co/rZpE2HZ90E","en","Los Angeles, CA",34.2432505,-116.9025825
"1568","1125154225","1373770934134435840",2021-03-21 22:58:08,"minkinsmusic","@POTUS Joe Biden to visit Columbus, Ohio Tuesday on tour backing American Rescue Plan #OH- https://t.co/Af2MB8rNOY via @DispatchAlerts","en","Akron, Ohio",41.1132619,-81.6835065
"1569","48572956","1373770375327313924",2021-03-21 22:55:55,"freenyc1984","@bgutting Didn’t their influence cause non essential business to close? Or forced social distancing, masks, travel bans, etc? And doesn’t it seem Fauci is more powerful than Biden at this point?","en","Brooklyn, NY",40.655138,-73.9487755
"1570","212669026","1373770321254289408",2021-03-21 22:55:42,"liberalgrandmom","@AndyPadrutt @AndyPopeInTheW1 @DrMcKinn @PetraMcCarron2 @doxie53 @JWeber988 @RhymesRadical @Talkshiticus @Rubicon1313 @BlkSantaX @fake_biden @PaulDereume @BulldogBen @Stardusty0407 @rocketette @bab_102 @PdxMcSween @EndgameJan21 @Texy_Liz @Roseymelhill @SDDNP @4a_of Picked up a few new friends. Followbacks appreciated.","en","New Jersey, USA",40.0000265,-74.9939285
"1571","2799394911","1373767309660160003",2021-03-21 22:43:44,"bauergsk","Wouldn’t you think reporters would be so pissed off at Biden’s lack of transparency that they would just start taking the bull by the horns and put out the real true story. https://t.co/r6IFOVSjrV","en","",28.5683805,-82.54671255
"1572","2799394911","1373769710894997506",2021-03-21 22:53:17,"bauergsk","Nobody helped Biden. https://t.co/7xohBniIAT","en","",28.5683805,-82.54671255
"1573","1200088331717160961","1373769299345686529",2021-03-21 22:51:39,"william94283048","We can all breathe easier! The border is closed! Thank you senator Biden","en","",42.26362935,-88.021832
"1574","1230585403339661315","1373768971736977417",2021-03-21 22:50:20,"SouthwickAlexa","Migrant says he came to #US border because #Biden was elected, would not have tried to cross under #Trump. @UN @POTUS @KremlinRussia @francediplo @IraqiPMO @trpresidency @MFAofArmenia @PMOIndia @PakPMO @NGRPresident @MexOnu @MisionONUCol @colombiagov 
https://t.co/0hbfSqz7L2","en","Houston, TX",29.8384948,-95.4464865
